timestamp height class x y
1616590501.9046352 12.0 P 480 162
1616590501.9046352 12.0 P 444 139
1616590501.9046352 12.0 P 389 141
1616590501.9046352 12.0 P 345 220
1616590501.9046352 12.0 P 375 353
1616590502.2366679 57.0 H 835 517
1616590502.2366679 57.0 P 830 406
1616590502.2366679 85.0 H 400 287
1616590502.2366679 85.0 P 465 188
1616590502.2366679 85.0 P 428 167
1616590502.2366679 85.0 P 376 171
1616590502.2366679 85.0 P 329 258
1616590502.2366679 85.0 P 367 387
1616590502.5696886 139.0 H 907 482
1616590502.5696886 139.0 P 917 377
1616590502.5696886 1081.0 H 363 367
1616590502.5696886 1081.0 P 410 260
1616590502.5696886 1081.0 P 372 245
1616590502.5696886 1081.0 P 322 261
1616590502.5696886 1081.0 P 290 368
1616590502.5696886 1081.0 P 337 472
1616590502.9082112 1081.0 H 330 473
1616590502.9082112 1081.0 P 362 361
1616590502.9082112 1081.0 P 325 352
1616590502.9082112 1081.0 P 276 377
1616590502.9082112 1081.0 P 260 477
1616590502.9082112 1081.0 P 388 397
1616590502.9082112 110.0 H 950 438
1616590502.9082112 110.0 P 964 337
1616590503.2402496 42.0 H 299 522
1616590503.2402496 42.0 P 325 411
1616590503.2402496 42.0 P 289 406
1616590503.2402496 42.0 P 243 434
1616590503.2402496 42.0 P 231 530
1616590503.2402496 42.0 P 326 613
1616590503.2402496 1081.0 H 933 399
1616590503.2402496 1081.0 P 947 299
1616590503.5722787 1081.0 H 247 546
1616590503.5722787 1081.0 P 264 435
1616590503.5722787 1081.0 P 228 434
1616590503.5722787 1081.0 P 184 466
1616590503.5722787 1081.0 P 179 556
1616590503.5722787 1081.0 P 282 637
1616590503.5722787 -31.0 H 878 352
1616590503.5722787 -31.0 P 874 248
1616590503.910816 -41.0 H 216 550
1616590503.910816 -41.0 P 262 471
1616590503.910816 -41.0 P 226 440
1616590503.910816 -41.0 P 191 441
1616590503.910816 -41.0 P 150 473
1616590503.910816 -41.0 P 149 567
1616590503.910816 4.0 H 812 341
1616590503.910816 4.0 P 857 252
1616590504.2428536 1081.0 H 180 521
1616590504.2428536 1081.0 P 195 413
1616590504.2428536 1081.0 P 156 412
1616590504.2428536 1081.0 P 112 444
1616590504.2428536 1081.0 P 110 537
1616590504.2428536 1081.0 P 217 611
1616590504.2428536 92.0 H 732 366
1616590504.2428536 92.0 P 774 276
1616590504.2428536 92.0 P 712 267
1616590504.574872 -36.0 H 155 459
1616590504.574872 -36.0 P 165 350
1616590504.574872 -36.0 P 126 349
1616590504.574872 -36.0 P 81 383
1616590504.574872 -36.0 P 85 477
1616590504.574872 -36.0 P 200 382
1616590504.574872 101.0 H 702 413
1616590504.574872 101.0 P 731 319
1616590504.913423 90.0 H 690 466
1616590504.913423 90.0 P 655 368
1616590504.913423 -36.0 H 168 380
1616590504.913423 -36.0 P 179 272
1616590504.913423 -36.0 P 138 270
1616590504.913423 -36.0 P 93 301
1616590504.913423 -36.0 P 95 390
1616590504.913423 -36.0 P 214 304
1616590505.2454555 -20.0 H 698 521
1616590505.2454555 -20.0 P 697 416
1616590505.2454555 -20.0 P 648 428
1616590505.2454555 1081.0 H 240 299
1616590505.2454555 1081.0 P 256 192
1616590505.2454555 1081.0 P 217 187
1616590505.2454555 1081.0 P 172 214
1616590505.2454555 1081.0 P 292 231
1616590505.5774853 -8.0 H 747 561
1616590505.5774853 -8.0 P 732 457
1616590505.5774853 1081.0 H 329 241
1616590505.5774853 1081.0 P 357 135
1616590505.5774853 1081.0 P 317 125
1616590505.5774853 1081.0 P 268 148
1616590505.5774853 1081.0 P 256 240
1616590505.5774853 1081.0 P 387 173
1616590505.9095137 1081.0 H 837 567
1616590505.9095137 1081.0 P 818 464
1616590505.9095137 5.0 H 417 250
1616590505.9095137 5.0 P 454 140
1616590505.9095137 5.0 P 415 129
1616590505.9095137 5.0 P 367 146
1616590505.9095137 5.0 P 345 240
1616590505.9095137 5.0 P 433 348
1616590506.2324328 139.0 H 886 526
1616590506.2324328 139.0 P 881 425
1616590506.2324328 1081.0 H 457 308
1616590506.2324328 1081.0 P 500 202
1616590506.2324328 1081.0 P 463 190
1616590506.2324328 1081.0 P 414 207
1616590506.2324328 1081.0 P 466 407
1616590506.2324328 1081.0 P 523 241
1616590506.5800886 138.0 H 906 466
1616590506.5800886 138.0 P 911 369
1616590506.5800886 58.0 H 428 381
1616590506.5800886 58.0 P 468 275
1616590506.5800886 58.0 P 433 265
1616590506.5800886 58.0 P 385 283
1616590506.5800886 58.0 P 361 378
1616590506.5800886 58.0 P 401 476
1616590506.9121122 57.0 H 357 437
1616590506.9121122 57.0 P 386 330
1616590506.9121122 57.0 P 348 324
1616590506.9121122 57.0 P 303 350
1616590506.9121122 57.0 P 290 441
1616590506.9121122 57.0 P 377 531
1616590506.9121122 1081.0 H 894 404
1616590506.9121122 1081.0 P 903 310
1616590506.9121122 1081.0 P 864 316
1616590507.2350495 1081.0 H 308 454
1616590507.2350495 1081.0 P 329 345
1616590507.2350495 1081.0 P 293 342
1616590507.2350495 1081.0 P 249 371
1616590507.2350495 1081.0 P 242 465
1616590507.2350495 1081.0 P 338 546
1616590507.2350495 144.0 H 845 350
1616590507.2350495 144.0 P 846 248
1616590507.2350495 144.0 P 807 267
1616590507.5670595 1081.0 H 277 454
1616590507.5670595 1081.0 P 318 373
1616590507.5670595 1081.0 P 285 346
1616590507.5670595 1081.0 P 252 347
1616590507.5670595 1081.0 P 212 379
1616590507.5670595 1081.0 P 215 472
1616590507.5670595 228.0 H 820 323
1616590507.5670595 228.0 P 806 218
1616590507.5670595 228.0 P 768 238
1616590507.8991184 1081.0 H 267 450
1616590507.8991184 1081.0 P 306 371
1616590507.8991184 1081.0 P 273 342
1616590507.8991184 1081.0 P 239 343
1616590507.8991184 1081.0 P 203 375
1616590507.8991184 1081.0 P 207 466
1616590507.8991184 300.0 H 840 305
1616590507.8991184 300.0 P 865 202
1616590507.8991184 300.0 P 811 181
1616590508.237666 1081.0 H 265 446
1616590508.237666 1081.0 P 304 370
1616590508.237666 1081.0 P 268 339
1616590508.237666 1081.0 P 237 340
1616590508.237666 1081.0 P 200 372
1616590508.237666 1081.0 P 204 457
1616590508.237666 364.0 H 847 312
1616590508.237666 364.0 P 874 191
1616590508.237666 364.0 P 800 179
1616590508.569687 1081.0 H 260 439
1616590508.569687 1081.0 P 275 334
1616590508.569687 1081.0 P 239 333
1616590508.569687 1081.0 P 198 363
1616590508.569687 1081.0 P 195 454
1616590508.569687 1081.0 P 293 530
1616590508.569687 362.0 H 860 314
1616590508.569687 362.0 P 807 172
1616590508.569687 362.0 P 765 199
1616590508.901708 9.0 H 208 393
1616590508.901708 9.0 P 222 272
1616590508.901708 9.0 P 179 270
1616590508.901708 9.0 P 130 303
1616590508.901708 9.0 P 133 406
1616590508.901708 9.0 P 204 504
1616590508.901708 253.0 H 845 329
1616590508.901708 253.0 P 873 199
1616590508.901708 253.0 P 803 194
1616590509.2402427 160.0 H 808 357
1616590509.2402427 160.0 P 834 251
1616590509.2402427 160.0 P 772 238
1616590509.2402427 -35.0 H 189 377
1616590509.2402427 -35.0 P 208 241
1616590509.2402427 -35.0 P 159 235
1616590509.2402427 -35.0 P 101 382
1616590509.2402427 -35.0 P 251 284
1616590509.5722733 112.0 H 764 404
1616590509.5722733 112.0 P 781 311
1616590509.5722733 112.0 P 729 300
1616590509.5722733 112.0 P 700 323
1616590509.5722733 -42.0 H 194 354
1616590509.5722733 -42.0 P 226 217
1616590509.5722733 -42.0 P 170 206
1616590509.5722733 -42.0 P 106 238
1616590509.5722733 -42.0 P 102 357
1616590509.5722733 -42.0 P 192 501
1616590509.9042985 81.0 H 717 437
1616590509.9042985 81.0 P 725 359
1616590509.9042985 81.0 P 686 341
1616590509.9042985 81.0 P 655 365
1616590509.9042985 1081.0 H 208 325
1616590509.9042985 1081.0 P 247 184
1616590509.9042985 1081.0 P 189 169
1616590509.9042985 1081.0 P 112 333
1616590509.9042985 1081.0 P 203 485
1616590509.9042985 1081.0 P 289 236
1616590510.242838 62.0 H 664 470
1616590510.242838 62.0 P 667 376
1616590510.242838 62.0 P 633 374
1616590510.242838 62.0 P 604 394
1616590510.242838 62.0 P 707 404
1616590510.242838 1081.0 H 232 319
1616590510.242838 1081.0 P 285 174
1616590510.242838 1081.0 P 226 154
1616590510.242838 1081.0 P 149 184
1616590510.242838 1081.0 P 132 304
1616590510.242838 1081.0 P 220 485
1616590510.574891 -39.0 H 630 458
1616590510.574891 -39.0 P 685 385
1616590510.574891 -39.0 P 627 361
1616590510.574891 -39.0 P 590 362
1616590510.574891 -39.0 P 564 383
1616590510.574891 1081.0 H 224 344
1616590510.574891 1081.0 P 259 205
1616590510.574891 1081.0 P 207 191
1616590510.574891 1081.0 P 139 222
1616590510.574891 1081.0 P 132 355
1616590510.574891 1081.0 P 300 260
1616590510.9069102 -27.0 H 607 388
1616590510.9069102 -27.0 P 643 306
1616590510.9069102 -27.0 P 595 283
1616590510.9069102 -27.0 P 560 285
1616590510.9069102 -27.0 P 531 309
1616590510.9069102 -25.0 H 316 391
1616590510.9069102 -25.0 P 343 272
1616590510.9069102 -25.0 P 298 262
1616590510.9069102 -25.0 P 247 291
1616590510.9069102 -25.0 P 242 390
1616590510.9069102 -25.0 P 310 513
1616590511.2454424 4.0 H 383 435
1616590511.2454424 4.0 P 411 320
1616590511.2454424 4.0 P 374 313
1616590511.2454424 4.0 P 324 335
1616590511.2454424 4.0 P 316 431
1616590511.2454424 4.0 P 367 541
1616590511.2454424 1081.0 H 606 308
1616590511.2454424 1081.0 P 651 218
1616590511.2454424 1081.0 P 598 192
1616590511.2454424 1081.0 P 557 193
1616590511.2454424 1081.0 P 527 218
1616590511.5774684 67.0 H 437 500
1616590511.5774684 67.0 P 486 395
1616590511.5774684 67.0 P 451 377
1616590511.5774684 67.0 P 404 392
1616590511.5774684 67.0 P 375 479
1616590511.5774684 67.0 P 404 598
1616590511.5774684 241.0 H 597 213
1616590511.5774684 241.0 P 606 100
1616590511.5774684 241.0 P 557 98
1616590511.5774684 241.0 P 524 123
1616590511.5774684 241.0 P 502 233
1616590511.5774684 241.0 P 654 130
1616590511.9094923 1081.0 H 443 582
1616590511.9094923 1081.0 P 502 477
1616590511.9094923 1081.0 P 470 463
1616590511.9094923 1081.0 P 423 471
1616590511.9094923 1081.0 P 388 552
1616590511.9094923 1081.0 P 403 671
1616590511.9094923 269.0 H 562 133
1616590511.9094923 269.0 P 582 19
1616590511.9094923 269.0 P 535 16
1616590511.9094923 269.0 P 499 40
1616590511.9094923 269.0 P 469 159
1616590511.9094923 269.0 P 631 57
1616590512.2323933 137.0 H 536 603
1616590512.2323933 137.0 P 569 539
1616590512.2323933 137.0 P 546 493
1616590512.2323933 137.0 P 493 553
1616590512.2323933 137.0 P 512 682
1616590512.2323933 229.0 H 444 125
1616590512.2323933 229.0 P 505 38
1616590512.2323933 229.0 P 451 0
1616590512.2323933 229.0 P 406 5
1616590512.2323933 229.0 P 372 36
1616590512.2323933 229.0 P 353 155
1616590512.5644305 207.0 H 334 183
1616590512.5644305 207.0 P 377 83
1616590512.5644305 207.0 P 318 62
1616590512.5644305 207.0 P 271 72
1616590512.5644305 207.0 P 243 105
1616590512.912093 1081.0 H 699 516
1616590512.912093 1081.0 P 762 439
1616590512.912093 1081.0 P 708 423
1616590512.912093 1081.0 P 637 477
1616590512.912093 1081.0 P 779 516
1616590512.912093 1081.0 P 783 467
1616590512.912093 1081.0 H 275 273
1616590512.912093 1081.0 P 310 175
1616590512.912093 1081.0 P 244 158
1616590512.912093 1081.0 P 198 174
1616590512.912093 1081.0 P 172 209
1616590513.234997 -15.0 H 704 473
1616590513.234997 -15.0 P 773 384
1616590513.234997 -15.0 P 718 372
1616590513.234997 -15.0 P 651 429
1616590513.234997 -15.0 P 625 540
1616590513.234997 -15.0 P 796 454
1616590513.234997 1081.0 H 273 363
1616590513.234997 1081.0 P 295 261
1616590513.234997 1081.0 P 233 257
1616590513.234997 1081.0 P 193 275
1616590513.234997 1081.0 P 171 311
1616590513.234997 1081.0 P 205 424
1616590513.5670419 1081.0 H 296 466
1616590513.5670419 1081.0 P 311 370
1616590513.5670419 1081.0 P 256 367
1616590513.5670419 1081.0 P 217 386
1616590513.5670419 1081.0 P 197 420
1616590513.5670419 127.0 H 699 416
1616590513.5670419 127.0 P 757 315
1616590513.5670419 127.0 P 699 310
1616590513.5670419 127.0 P 642 375
1616590513.5670419 127.0 P 629 495
1616590513.5670419 127.0 P 786 389
1616590513.8990912 1081.0 H 327 514
1616590513.8990912 1081.0 P 287 426
1616590513.8990912 1081.0 P 253 445
1616590513.8990912 1081.0 P 236 475
1616590513.8990912 1081.0 P 275 577
1616590513.8990912 139.0 H 674 393
1616590513.8990912 139.0 P 752 306
1616590513.8990912 139.0 P 720 282
1616590513.8990912 139.0 P 665 283
1616590513.8990912 139.0 P 616 355
1616590513.8990912 139.0 P 615 482
1616590514.237631 1081.0 H 353 513
1616590514.237631 1081.0 P 366 441
1616590514.237631 1081.0 P 324 437
1616590514.237631 1081.0 P 300 451
1616590514.237631 124.0 H 672 398
1616590514.237631 124.0 P 745 307
1616590514.237631 124.0 P 712 285
1616590514.237631 124.0 P 658 286
1616590514.237631 124.0 P 611 360
1616590514.237631 124.0 P 613 491
1616590514.5696695 -53.0 H 372 485
1616590514.5696695 126.0 H 688 433
1616590514.5696695 126.0 P 735 326
1616590514.5696695 126.0 P 681 322
1616590514.5696695 126.0 P 631 389
1616590514.5696695 126.0 P 625 520
1616590514.5696695 126.0 P 773 401
1616590514.9016848 1081.0 H 379 466
1616590514.9016848 108.0 H 701 472
1616590514.9016848 108.0 P 768 373
1616590514.9016848 108.0 P 713 359
1616590514.9016848 108.0 P 649 422
1616590514.9016848 108.0 P 625 552
1616590514.9016848 108.0 P 793 450
1616590515.2402184 321.0 H 674 500
1616590515.2402184 321.0 P 716 452
1616590515.2402184 321.0 P 665 433
1616590515.2402184 321.0 P 732 490
1616590515.2402184 1081.0 H 382 403
1616590515.5722635 632.0 H 459 631
1616590515.5722635 632.0 P 443 562
1616590515.5722635 632.0 P 432 673
1616590515.5722635 1081.0 H 439 327
1616590515.9043007 1081.0 H 366 575
1616590515.9043007 1081.0 P 409 474
1616590515.9043007 1081.0 P 378 458
1616590515.9043007 1081.0 P 329 472
1616590515.9043007 1081.0 P 305 567
1616590515.9043007 -39.0 H 514 301
1616590516.242353 221.0 H 361 532
1616590516.242353 -35.0 H 572 331
1616590516.5740252 188.0 H 335 514
1616590516.5740252 188.0 P 394 402
1616590516.5740252 188.0 P 365 399
1616590516.5740252 188.0 P 390 541
1616590516.5740252 188.0 P 420 439
1616590516.5740252 -20.0 H 645 372
1616590516.9060674 9.0 H 738 429
1616590516.9060674 1081.0 H 268 489
1616590516.9060674 1081.0 P 325 372
1616590516.9060674 1081.0 P 285 369
1616590516.9060674 1081.0 P 241 396
1616590516.9060674 1081.0 P 345 500
1616590516.9060674 1081.0 P 364 411
1616590517.2315004 102.0 H 811 489
1616590517.2315004 1081.0 H 239 468
1616590517.2315004 1081.0 P 278 348
1616590517.2315004 1081.0 P 236 347
1616590517.2315004 1081.0 P 194 378
1616590517.2315004 1081.0 P 320 474
1616590517.2315004 1081.0 P 326 383
1616590517.5635276 118.0 H 876 525
1616590517.5635276 1081.0 H 219 446
1616590517.5635276 1081.0 P 301 354
1616590517.5635276 1081.0 P 246 322
1616590517.5635276 1081.0 P 208 323
1616590517.5635276 1081.0 P 168 356
1616590517.5635276 1081.0 P 302 446
1616590517.90208 126.0 H 917 529
1616590517.90208 126.0 P 915 435
1616590517.90208 126.0 P 879 439
1616590517.90208 1081.0 H 216 438
1616590517.90208 1081.0 P 294 345
1616590517.90208 1081.0 P 237 312
1616590517.90208 1081.0 P 198 314
1616590517.90208 1081.0 P 157 349
1616590517.90208 1081.0 P 300 437
1616590518.2341137 157.0 H 944 511
1616590518.2341137 157.0 P 972 407
1616590518.2341137 157.0 P 918 407
1616590518.2341137 157.0 P 850 488
1616590518.2341137 157.0 P 1020 471
1616590518.2341137 1081.0 H 232 439
1616590518.2341137 1081.0 P 313 345
1616590518.2341137 1081.0 P 256 312
1616590518.2341137 1081.0 P 216 314
1616590518.2341137 1081.0 P 176 348
1616590518.2341137 1081.0 P 314 442
1616590518.56616 1081.0 H 941 471
1616590518.56616 1081.0 P 983 361
1616590518.56616 1081.0 P 921 361
1616590518.56616 1081.0 P 835 461
1616590518.56616 1081.0 P 1035 444
1616590518.56616 1081.0 P 1016 386
1616590518.56616 1081.0 H 230 451
1616590518.56616 1081.0 P 313 357
1616590518.56616 1081.0 P 258 323
1616590518.56616 1081.0 P 216 325
1616590518.56616 1081.0 P 177 358
1616590518.56616 1081.0 P 311 461
1616590518.9007516 -36.0 H 894 454
1616590518.9007516 -36.0 P 982 356
1616590518.9007516 -36.0 P 942 330
1616590518.9007516 -36.0 P 881 331
1616590518.9007516 -36.0 P 1001 422
1616590518.9007516 1081.0 H 211 453
1616590518.9007516 1081.0 P 253 328
1616590518.9007516 1081.0 P 208 327
1616590518.9007516 1081.0 P 165 359
1616590518.9007516 1081.0 P 294 465
1616590518.9007516 1081.0 P 304 366
1616590519.2327898 15.0 H 706 490
1616590519.2327898 15.0 P 788 367
1616590519.2327898 15.0 P 727 362
1616590519.2327898 1081.0 H 172 469
1616590519.2327898 1081.0 P 249 360
1616590519.2327898 1081.0 P 204 345
1616590519.2327898 1081.0 P 152 367
1616590519.2327898 1081.0 P 251 501
1616590519.2327898 1081.0 P 284 412
1616590519.5713127 123.0 H 577 532
1616590519.5713127 123.0 P 649 444
1616590519.5713127 123.0 P 613 420
1616590519.5713127 123.0 P 562 422
1616590519.5713127 123.0 P 484 521
1616590519.5713127 123.0 P 670 495
1616590519.5713127 -72.0 H 179 463
1616590519.5713127 -72.0 P 265 365
1616590519.5713127 -72.0 P 224 349
1616590519.5713127 -72.0 P 173 363
1616590519.5713127 -72.0 P 253 502
1616590519.5713127 -72.0 P 296 421
1616590519.9038355 1081.0 H 435 488
1616590519.9038355 1081.0 P 476 390
1616590519.9038355 1081.0 P 431 381
1616590519.9038355 1081.0 P 385 397
1616590519.9038355 1081.0 P 329 511
1616590519.9038355 1081.0 P 516 436
1616590519.9038355 -42.0 H 224 452
1616590519.9038355 -42.0 P 315 357
1616590519.9038355 -42.0 P 276 338
1616590519.9038355 -42.0 P 226 348
1616590519.9038355 -42.0 P 295 492
1616590519.9038355 -42.0 P 340 414
1616590520.2359107 165.0 H 249 542
1616590520.2359107 165.0 P 354 453
1616590520.2359107 165.0 P 319 430
1616590520.2359107 165.0 P 271 435
1616590520.2359107 165.0 P 318 584
1616590520.2359107 165.0 P 371 510
1616590520.2359107 -32.0 H 481 350
1616590520.2359107 -32.0 P 513 246
1616590520.2359107 -32.0 P 464 233
1616590520.2359107 -32.0 P 418 247
1616590520.2359107 -32.0 P 564 294
1616590520.5744283 274.0 H 157 560
1616590520.5744283 274.0 P 224 448
1616590520.5744283 274.0 P 174 457
1616590520.5744283 274.0 P 231 602
1616590520.5744283 274.0 P 285 526
1616590520.5744283 274.0 P 264 469
1616590520.5744283 96.0 H 612 362
1616590520.5744283 96.0 P 662 243
1616590520.5744283 96.0 P 613 242
1616590520.5744283 96.0 P 528 338
1616590520.5744283 96.0 P 699 270
1616590520.9064648 1081.0 H 143 495
1616590520.9064648 1081.0 P 253 408
1616590520.9064648 1081.0 P 210 384
1616590520.9064648 1081.0 P 151 393
1616590520.9064648 1081.0 P 217 545
1616590520.9064648 1081.0 P 278 468
1616590520.9064648 106.0 H 654 465
1616590520.9064648 106.0 P 747 378
1616590520.9064648 106.0 P 672 344
1616590520.9064648 106.0 P 580 423
1616590521.2384963 113.0 H 674 536
1616590521.2384963 113.0 P 769 448
1616590521.2384963 113.0 P 690 414
1616590521.2384963 1081.0 H 217 386
1616590521.2384963 1081.0 P 330 310
1616590521.2384963 1081.0 P 285 284
1616590521.2384963 1081.0 P 230 286
1616590521.2384963 1081.0 P 128 474
1616590521.2384963 1081.0 P 287 442
1616590521.5770411 1081.0 H 656 581
1616590521.5770411 1081.0 P 693 468
1616590521.5770411 1081.0 P 646 468
1616590521.5770411 1081.0 P 564 552
1616590521.5770411 1081.0 P 744 536
1616590521.5770411 1081.0 P 726 490
1616590521.5770411 1081.0 H 351 296
1616590521.5770411 1081.0 P 426 200
1616590521.5770411 1081.0 P 372 196
1616590521.5770411 1081.0 P 263 372
1616590521.5770411 1081.0 P 407 360
1616590521.5770411 1081.0 P 474 294
1616590521.9090717 -31.0 H 649 543
1616590521.9090717 -31.0 P 668 427
1616590521.9090717 -31.0 P 595 535
1616590521.9090717 1081.0 H 427 355
1616590521.9090717 1081.0 P 515 273
1616590521.9090717 1081.0 P 467 263
1616590521.9090717 1081.0 P 476 417
1616590521.9090717 1081.0 P 541 362
1616590521.9090717 1081.0 P 539 302
1616590522.241093 155.0 H 362 482
1616590522.241093 155.0 P 450 396
1616590522.241093 155.0 P 402 389
1616590522.241093 155.0 P 409 541
1616590522.241093 155.0 P 477 481
1616590522.241093 155.0 P 473 422
1616590522.241093 -17.0 H 725 427
1616590522.241093 -17.0 P 708 328
1616590522.241093 -17.0 P 784 450
1616590522.5724735 165.0 H 214 568
1616590522.5724735 165.0 P 323 473
1616590522.5724735 165.0 P 288 454
1616590522.5724735 165.0 P 240 464
1616590522.5724735 165.0 P 134 660
1616590522.5724735 165.0 P 283 600
1616590522.5724735 97.0 H 814 382
1616590522.5724735 97.0 P 879 289
1616590522.5724735 97.0 P 860 400
1616590522.9110072 1081.0 H 91 546
1616590522.9110072 1081.0 P 177 435
1616590522.9110072 1081.0 P 137 424
1616590522.9110072 1081.0 P 86 444
1616590522.9110072 1081.0 P 168 572
1616590522.9110072 1081.0 P 209 481
1616590522.9110072 1081.0 H 807 459
1616590522.9110072 1081.0 P 862 384
1616590522.9110072 1081.0 P 821 351
1616590523.2430382 118.0 H 726 553
1616590523.2430382 118.0 P 777 452
1616590523.2430382 118.0 P 723 447
1616590523.2430382 118.0 P 768 587
1616590523.2430382 -25.0 H 114 462
1616590523.2430382 -25.0 P 187 358
1616590523.2430382 -25.0 P 145 347
1616590523.2430382 -25.0 P 96 366
1616590523.2430382 -25.0 P 189 498
1616590523.2430382 -25.0 P 225 407
1616590523.5750701 168.0 H 678 588
1616590523.5750701 168.0 P 705 474
1616590523.5750701 168.0 P 659 476
1616590523.5750701 -43.0 H 234 383
1616590523.5750701 -43.0 P 314 290
1616590523.5750701 -43.0 P 276 275
1616590523.5750701 -43.0 P 233 288
1616590523.5750701 -43.0 P 294 425
1616590523.5750701 -43.0 P 342 342
